;name;age;height;weight;season
5516;Allen Iverson;34.0;182.88;81.64656;2008-09
5517;Amare Stoudemire;26.0;208.28;112.94440800000001;2008-09
5518;Lorenzen Wright;33.0;210.82;115.66596000000001;2008-09
5519;Amir Johnson;22.0;205.74;95.25432;2008-09
5520;Anderson Varejao;26.0;210.82;117.93392;2008-09
5521;Andray Blatche;22.0;210.82;112.490816;2008-09
5522;Andre Brown;28.0;205.74;111.13004;2008-09
5523;Andre Iguodala;25.0;198.12;93.89354399999999;2008-09
5524;Andre Miller;33.0;187.96;90.7184;2008-09
5525;Andrea Bargnani;23.0;213.36;113.398;2008-09
5526;Andrei Kirilenko;28.0;205.74;102.0582;2008-09
5527;Andres Nocioni;29.0;200.66;102.0582;2008-09
5528;Andrew Bogut;24.0;213.36;117.93392;2008-09
5529;Andrew Bynum;21.0;213.36;129.27372;2008-09
5530;Andris Biedrins;23.0;210.82;108.86208;2008-09
5531;Antawn Jamison;33.0;205.74;106.59411999999999;2008-09
5532;Anthony Carter;34.0;187.96;88.45044;2008-09
5533;Anthony Morrow;23.0;195.58;95.25432;2008-09
5534;Jared Jeffries;27.0;210.82;108.86208;2008-09
5535;Bruce Bowen;38.0;200.66;90.7184;2008-09
5536;CJ Miles;22.0;198.12;102.965384;2008-09
5537;Joey Graham;27.0;200.66;102.0582;2008-09
5538;Joey Dorsey;25.0;203.2;121.562656;2008-09
5539;Joel Przybilla;29.0;215.9;111.13004;2008-09
5540;Joel Anthony;26.0;205.74;111.13004;2008-09
5541;Joe Smith;33.0;208.28;102.0582;2008-09
5542;Joe Johnson;28.0;200.66;108.86208;2008-09
5543;Joe Crawford;23.0;195.58;95.25432;2008-09
5544;Joe Alexander;22.0;203.2;104.32616;2008-09
5545;Joakim Noah;24.0;210.82;105.23334399999999;2008-09
5546;Jerryd Bayless;20.0;190.5;90.7184;2008-09
5547;Jerry Stackhouse;34.0;198.12;98.88305600000001;2008-09
5548;Jerome James;33.0;215.9;129.27372;2008-09
5549;Jermareo Davidson;24.0;208.28;104.32616;2008-09
5550;Jermaine ONeal;30.0;210.82;117.02673600000001;2008-09
5551;Jeremy Richardson;25.0;200.66;88.45044;2008-09
5552;Jeff Green;22.0;205.74;106.59411999999999;2008-09
5553;Jeff Foster;32.0;210.82;113.398;2008-09
5554;Jawad Williams;26.0;205.74;98.88305600000001;2008-09
5555;Javaris Crittenton;21.0;195.58;90.7184;2008-09
5556;Jason Thompson;22.0;210.82;113.398;2008-09
5557;Jason Terry;31.0;187.96;81.64656;2008-09
5558;Jason Richardson;28.0;198.12;102.0582;2008-09
5559;Jason Maxiell;26.0;200.66;117.93392;2008-09
5560;Jason Kidd;36.0;193.04;95.25432;2008-09
5561;Jason Kapono;28.0;203.2;97.52228000000001;2008-09
5562;Jason Hart;31.0;190.5;81.64656;2008-09
5563;Jason Collins;30.0;213.36;115.66596000000001;2008-09
5564;Jarvis Hayes;27.0;203.2;103.418976;2008-09
5565;Jarron Collins;30.0;210.82;112.94440800000001;2008-09
5566;Johan Petro;23.0;213.36;112.037224;2008-09
5567;C.J. Watson;25.0;187.96;79.3786;2008-09
5568;John Salmons;29.0;198.12;93.89354399999999;2008-09
5569;Jose Calderon;27.0;190.5;95.25432;2008-09
5570;Calvin Booth;33.0;210.82;104.32616;2008-09
5571;Carl Landry;25.0;205.74;112.490816;2008-09
5572;Carlos Boozer;27.0;205.74;120.655472;2008-09
5573;Carmelo Anthony;25.0;203.2;104.32616;2008-09
5574;Caron Butler;29.0;200.66;103.418976;2008-09
5575;Cartier Martin;24.0;200.66;99.79024;2008-09
5576;Cedric Simmons;23.0;205.74;106.59411999999999;2008-09
5577;Channing Frye;26.0;210.82;111.13004;2008-09
5578;Charlie Bell;30.0;190.5;90.7184;2008-09
5579;Charlie Villanueva;24.0;210.82;105.23334399999999;2008-09
5580;Chauncey Billups;32.0;190.5;91.625584;2008-09
5581;Cheikh Samb;24.0;215.9;111.13004;2008-09
5582;Chris Andersen;30.0;208.28;103.418976;2008-09
5583;Chris Bosh;25.0;208.28;104.32616;2008-09
5584;Chris Douglas-Roberts;22.0;200.66;90.7184;2008-09
5585;Chris Duhon;26.0;185.42;83.91452;2008-09
5586;Chris Kaman;27.0;213.36;120.20188;2008-09
5587;Chris Mihm;29.0;213.36;120.20188;2008-09
5588;Chris Paul;24.0;182.88;79.3786;2008-09
5589;Chris Quinn;25.0;187.96;79.3786;2008-09
5590;Kareem Rush;28.0;198.12;97.52228000000001;2008-09
5591;Juwan Howard;36.0;205.74;114.758776;2008-09
5592;Julian Wright;22.0;203.2;102.0582;2008-09
5593;Juan Dixon;30.0;190.5;74.84268;2008-09
5594;Josh Smith;23.0;205.74;108.86208;2008-09
5595;Josh Powell;26.0;205.74;108.86208;2008-09
5596;Josh McRoberts;22.0;208.28;108.86208;2008-09
5597;Josh Howard;29.0;200.66;95.25432;2008-09
5598;Josh Boone;24.0;208.28;107.501304;2008-09
5599;Jordan Farmar;22.0;187.96;81.64656;2008-09
5600;Lou Amundson;26.0;205.74;102.0582;2008-09
5601;Chris Wilcox;26.0;208.28;106.59411999999999;2008-09
5602;Luc Mbah a Moute;22.0;203.2;104.32616;2008-09
5603;Ray Allen;33.0;195.58;92.98635999999999;2008-09
5604;Rasual Butler;30.0;200.66;92.98635999999999;2008-09
5605;Rasho Nesterovic;33.0;213.36;115.66596000000001;2008-09
5606;Rasheed Wallace;34.0;210.82;104.32616;2008-09
5607;Rashard Lewis;29.0;208.28;104.32616;2008-09
5608;Rashad McCants;24.0;193.04;97.52228000000001;2008-09
5609;Raymond Felton;25.0;185.42;89.811216;2008-09
5610;Randy Foye;25.0;193.04;96.615096;2008-09
5611;Ramon Sessions;23.0;190.5;86.18248;2008-09
5612;Rajon Rondo;23.0;185.42;77.56423199999999;2008-09
5613;Raja Bell;32.0;195.58;97.52228000000001;2008-09
5614;Rafer Alston;32.0;187.96;79.3786;2008-09
5615;Quinton Ross;28.0;198.12;87.543256;2008-09
5616;Quincy Douby;25.0;190.5;79.3786;2008-09
5617;Randolph Morris;23.0;210.82;124.7378;2008-09
5618;Reggie Evans;29.0;203.2;111.13004;2008-09
5619;Renaldo Balkman;24.0;203.2;94.34713599999999;2008-09
5620;Richard Hamilton;31.0;200.66;87.543256;2008-09
5621;Rudy Fernandez;24.0;198.12;83.91452;2008-09
5622;Royal Ivey;27.0;193.04;97.52228000000001;2008-09
5623;Roy Hibbert;22.0;218.44;126.098576;2008-09
5624;Ronny Turiaf;26.0;208.28;113.398;2008-09
5625;Ronnie Price;26.0;187.96;83.46092800000001;2008-09
5626;Ronnie Brewer;24.0;200.66;102.965384;2008-09
5627;Roko Ukic;24.0;195.58;83.007336;2008-09
5628;Roger Mason Jr.;28.0;195.58;96.16150400000001;2008-09
5629;Rodney Stuckey;23.0;195.58;92.98635999999999;2008-09
5630;Rodney Carney;25.0;200.66;91.171992;2008-09
5631;Robin Lopez;21.0;213.36;115.66596000000001;2008-09
5632;Robert Swift;23.0;215.9;122.46983999999999;2008-09
5633;Rob Kurz;24.0;205.74;105.23334399999999;2008-09
5634;Ricky Davis;29.0;200.66;88.45044;2008-09
5635;Richard Jefferson;29.0;200.66;102.0582;2008-09
5636;Quentin Richardson;29.0;198.12;106.59411999999999;2008-09
5637;Pops Mensah-Bonsu;25.0;208.28;108.86208;2008-09
5638;Peja Stojakovic;32.0;208.28;103.872568;2008-09
5639;Paul Pierce;31.0;200.66;106.59411999999999;2008-09
5640;Mo Williams;26.0;185.42;86.18248;2008-09
5641;Mikki Moore;33.0;213.36;102.0582;2008-09
5642;Mike Taylor;23.0;187.96;74.84268;2008-09
5643;Mike Miller;29.0;203.2;98.88305600000001;2008-09
5644;Mike James;34.0;187.96;85.275296;2008-09
5645;Mike Dunleavy;28.0;205.74;104.32616;2008-09
5646;Mike Conley;21.0;185.42;81.64656;2008-09
5647;Mike Bibby;31.0;187.96;88.45044;2008-09
5648;Mickael Pietrus;27.0;198.12;97.52228000000001;2008-09
5649;Michael Ruffin;32.0;203.2;112.490816;2008-09
5650;Michael Redd;29.0;198.12;97.52228000000001;2008-09
5651;Michael Finley;36.0;200.66;102.0582;2008-09
5652;Michael Beasley;20.0;205.74;111.13004;2008-09
5653;Melvin Ely;31.0;208.28;118.38751200000002;2008-09
5654;Mehmet Okur;30.0;210.82;119.294696;2008-09
5655;Monta Ellis;23.0;190.5;81.64656;2008-09
5656;Rudy Gay;22.0;203.2;100.697424;2008-09
5657;Morris Almond;24.0;198.12;102.0582;2008-09
5658;Mouhamed Sene;23.0;210.82;104.32616;2008-09
5659;Paul Millsap;24.0;203.2;113.398;2008-09
5660;Paul Davis;24.0;210.82;122.46983999999999;2008-09
5661;Pau Gasol;28.0;213.36;113.398;2008-09
5662;Patrick OBryant;23.0;213.36;113.398;2008-09
5663;Othello Hunter;23.0;203.2;102.0582;2008-09
5664;Oleksiy Pecherov;23.0;213.36;106.140528;2008-09
5665;O.J. Mayo;21.0;193.04;95.25432;2008-09
5666;Nicolas Batum;20.0;203.2;90.7184;2008-09
5667;Nick Young;24.0;198.12;90.7184;2008-09
5668;Nick Collison;28.0;208.28;115.66596000000001;2008-09
5669;Nene;26.0;210.82;113.398;2008-09
5670;Nenad Krstic;25.0;213.36;108.86208;2008-09
5671;Nazr Mohammed;31.0;208.28;113.398;2008-09
5672;Nathan Jawai;22.0;208.28;127.00576000000001;2008-09
5673;Nate Robinson;25.0;175.26;81.64656;2008-09
5674;Morris Peterson;31.0;200.66;99.79024;2008-09
5675;Maurice Evans;30.0;195.58;99.79024;2008-09
5676;Russell Westbrook;20.0;190.5;84.821704;2008-09
5677;Ryan Bowen;33.0;205.74;98.88305600000001;2008-09
5678;Tyronn Lue;32.0;182.88;79.3786;2008-09
5679;Troy Murphy;29.0;210.82;111.13004;2008-09
5680;Trey Johnson;24.0;195.58;98.88305600000001;2008-09
5681;Trevor Ariza;24.0;203.2;95.25432;2008-09
5682;Trenton Hassell;30.0;195.58;105.68693600000002;2008-09
5683;Travis Outlaw;24.0;205.74;93.89354399999999;2008-09
5684;Tyrus Thomas;22.0;205.74;97.52228000000001;2008-09
5685;Travis Diener;27.0;185.42;79.3786;2008-09
5686;Tony Parker;27.0;187.96;81.64656;2008-09
5687;Tony Battie;33.0;210.82;108.86208;2008-09
5688;Tony Allen;27.0;193.04;96.615096;2008-09
5689;Tim Thomas;32.0;208.28;108.86208;2008-09
5690;Tim Duncan;33.0;210.82;117.93392;2008-09
5691;Thomas Gardner;24.0;195.58;102.0582;2008-09
5692;Tracy McGrady;30.0;203.2;101.151016;2008-09
5693;Tyson Chandler;26.0;215.9;106.59411999999999;2008-09
5694;Udonis Haslem;29.0;203.2;106.59411999999999;2008-09
5695;Vince Carter;32.0;198.12;99.79024;2008-09
5696;Zydrunas Ilgauskas;34.0;220.98;117.93392;2008-09
5697;Zaza Pachulia;25.0;210.82;124.7378;2008-09
5698;Zach Randolph;27.0;205.74;117.93392;2008-09
5699;Yi Jianlian;21.0;213.36;107.95489599999999;2008-09
5700;Yao Ming;28.0;228.6;140.61352;2008-09
5701;Yakhouba Diawara;26.0;200.66;104.32616;2008-09
5702;Wilson Chandler;22.0;203.2;99.79024;2008-09
5703;Willie Green;27.0;190.5;91.171992;2008-09
5704;Will Solomon;30.0;185.42;83.91452;2008-09
5705;Will Bynum;26.0;182.88;83.91452;2008-09
5706;Walter Sharpe;22.0;205.74;111.13004;2008-09
5707;Walter Herrmann;30.0;205.74;102.0582;2008-09
5708;Wally Szczerbiak;32.0;200.66;108.86208;2008-09
5709;Von Wafer;23.0;195.58;95.25432;2008-09
5710;Vladimir Radmanovic;28.0;208.28;106.59411999999999;2008-09
5711;Theo Ratliff;36.0;208.28;106.59411999999999;2008-09
5712;Thaddeus Young;21.0;203.2;99.79024;2008-09
5713;Thabo Sefolosha;25.0;200.66;97.52228000000001;2008-09
5714;Tayshaun Prince;29.0;205.74;97.52228000000001;2008-09
5715;Shaun Livingston;23.0;200.66;83.91452;2008-09
5716;Shaquille ONeal;37.0;215.9;147.4174;2008-09
5717;Shannon Brown;23.0;193.04;95.707912;2008-09
5718;Shane Battier;30.0;203.2;99.79024;2008-09
5719;Sergio Rodriguez;23.0;190.5;79.83219199999998;2008-09
5720;Sebastian Telfair;24.0;182.88;79.3786;2008-09
5721;Sean Williams;22.0;208.28;106.59411999999999;2008-09
5722;Sean Singletary;23.0;182.88;83.91452;2008-09
5723;Sean May;25.0;205.74;120.655472;2008-09
5724;Sean Marks;33.0;208.28;113.398;2008-09
5725;Sasha Vujacic;25.0;200.66;92.98635999999999;2008-09
5726;Sasha Pavlovic;25.0;200.66;106.59411999999999;2008-09
5727;Samuel Dalembert;29.0;210.82;113.398;2008-09
5728;Ryan Hollins;24.0;213.36;104.32616;2008-09
5729;Ryan Gomes;26.0;200.66;111.13004;2008-09
5730;Shavlik Randolph;25.0;208.28;108.86208;2008-09
5731;Ryan Anderson;21.0;208.28;108.86208;2008-09
5732;Shawn Marion;31.0;200.66;103.418976;2008-09
5733;Shelden Williams;25.0;205.74;113.398;2008-09
5734;Tarence Kinsey;25.0;198.12;85.728888;2008-09
5735;T.J. Ford;26.0;182.88;74.84268;2008-09
5736;Sun Sun;23.0;205.74;92.98635999999999;2008-09
5737;Stromile Swift;29.0;208.28;99.79024;2008-09
5738;Steven Hill;23.0;213.36;111.13004;2008-09
5739;Steve Novak;26.0;208.28;99.79024;2008-09
5740;Steve Nash;35.0;190.5;80.73937600000001;2008-09
5741;Steve Blake;29.0;190.5;78.017824;2008-09
5742;Stephon Marbury;32.0;187.96;92.98635999999999;2008-09
5743;Stephen Jackson;31.0;203.2;97.52228000000001;2008-09
5744;Stephen Graham;27.0;198.12;97.52228000000001;2008-09
5745;Spencer Hawes;21.0;213.36;111.13004;2008-09
5746;Speedy Claxton;31.0;180.34;77.11064;2008-09
5747;Sonny Weems;22.0;198.12;92.079176;2008-09
5748;Solomon Jones;24.0;208.28;111.13004;2008-09
5749;Shawne Williams;23.0;205.74;102.0582;2008-09
5750;Maurice Ager;25.0;195.58;91.625584;2008-09
5751;Metta World Peace;29.0;200.66;117.93392;2008-09
5752;Malik Allen;31.0;208.28;115.66596000000001;2008-09
5753;Matt Harpring;33.0;200.66;104.32616;2008-09
5754;Matt Carroll;28.0;198.12;96.16150400000001;2008-09
5755;Matt Bonner;29.0;208.28;108.86208;2008-09
5756;Matt Barnes;29.0;200.66;102.511792;2008-09
5757;Marvin Williams;23.0;205.74;108.86208;2008-09
5758;Martell Webster;22.0;200.66;106.59411999999999;2008-09
5759;Marreese Speights;21.0;208.28;111.13004;2008-09
5760;Marquis Daniels;28.0;198.12;90.7184;2008-09
5761;Marko Jaric;30.0;200.66;101.604608;2008-09
5762;Mark Madsen;33.0;205.74;115.66596000000001;2008-09
5763;Mark Blount;33.0;213.36;113.398;2008-09
5764;Mario West;25.0;195.58;95.25432;2008-09
5765;Mario Chalmers;23.0;185.42;86.18248;2008-09
5766;Lou Williams;22.0;187.96;79.3786;2008-09
5767;Mardy Collins;24.0;198.12;99.79024;2008-09
5768;Marcus Williams;22.0;200.66;93.89354399999999;2008-09
5769;Marcus Camby;35.0;210.82;106.59411999999999;2008-09
5770;Marcus Banks;27.0;187.96;92.98635999999999;2008-09
5771;Marco Belinelli;23.0;195.58;90.7184;2008-09
5772;Luis Scola;29.0;205.74;111.13004;2008-09
5773;Luke Ridnour;28.0;187.96;79.3786;2008-09
5774;Luke Walton;29.0;203.2;106.59411999999999;2008-09
5775;Luol Deng;24.0;205.74;99.79024;2008-09
5776;Luther Head;26.0;190.5;83.91452;2008-09
5777;Maceo Baston;33.0;208.28;104.32616;2008-09
5778;Marcin Gortat;25.0;210.82;108.86208;2008-09
5779;Malik Hairston;22.0;198.12;99.79024;2008-09
5780;Malik Rose;34.0;200.66;115.66596000000001;2008-09
5781;Marcus Williams;23.0;190.5;95.25432;2008-09
5782;Manu Ginobili;31.0;198.12;92.98635999999999;2008-09
5783;Marc Gasol;24.0;215.9;120.20188;2008-09
5784;Acie Law;25.0;190.5;91.625584;2009-10
5785;Andres Nocioni;30.0;200.66;102.0582;2009-10
5786;Andrew Bogut;25.0;213.36;117.93392;2009-10
5787;Andrew Bynum;22.0;213.36;129.27372;2009-10
5788;Andris Biedrins;24.0;210.82;108.86208;2009-10
5789;Antawn Jamison;34.0;205.74;106.59411999999999;2009-10
5790;Anthony Carter;35.0;187.96;88.45044;2009-10
5791;Andrei Kirilenko;29.0;205.74;102.0582;2009-10
5792;Anthony Johnson;35.0;190.5;88.45044;2009-10
5793;Anthony Parker;35.0;198.12;97.52228000000001;2009-10
5794;Anthony Randolph;20.0;208.28;95.25432;2009-10
5795;Anthony Tolliver;25.0;205.74;110.22285600000001;2009-10
5796;Antoine Wright;26.0;200.66;97.52228000000001;2009-10
5797;Antonio Anderson;25.0;198.12;97.52228000000001;2009-10
5798;Antonio McDyess;35.0;205.74;111.13004;2009-10
5799;Anthony Morrow;24.0;195.58;95.25432;2009-10
5800;Adam Morrison;25.0;203.2;92.98635999999999;2009-10
5801;Andrea Bargnani;24.0;213.36;113.398;2009-10
5802;Andre Iguodala;26.0;198.12;93.89354399999999;2009-10
5803;Al Harrington;30.0;205.74;113.398;2009-10
5804;Aaron Brooks;25.0;182.88;73.028312;2009-10
5805;AJ Price;23.0;187.96;82.10015200000001;2009-10
5806;Al Horford;24.0;208.28;111.13004;2009-10
5807;Al Jefferson;25.0;208.28;120.20188;2009-10
5808;Al Thornton;26.0;203.2;99.79024;2009-10
5809;Andre Miller;34.0;187.96;90.7184;2009-10
5810;Alando Tucker;26.0;198.12;92.98635999999999;2009-10
5811;Allen Iverson;35.0;182.88;74.84268;2009-10
5812;Alonzo Gee;23.0;198.12;99.79024;2009-10
5813;Amare Stoudemire;27.0;208.28;112.94440800000001;2009-10
5814;Amir Johnson;23.0;205.74;95.25432;2009-10
5815;Anderson Varejao;27.0;210.82;117.93392;2009-10
5816;Andray Blatche;23.0;210.82;112.490816;2009-10
5817;Alexis Ajinca;22.0;213.36;99.79024;2009-10
5818;Aaron Gray;25.0;213.36;122.46983999999999;2009-10
5819;Deron Williams;26.0;190.5;93.89354399999999;2009-10
5820;Henry Walker;22.0;198.12;99.79024;2009-10
5821;Jason Kidd;37.0;193.04;95.25432;2009-10
5822;Jason Maxiell;27.0;200.66;117.93392;2009-10
5823;Jason Richardson;29.0;198.12;102.0582;2009-10
5824;Jason Smith;24.0;213.36;108.86208;2009-10
5825;Jason Terry;32.0;187.96;81.64656;2009-10
5826;Jason Thompson;23.0;210.82;113.398;2009-10
5827;Jason Williams;34.0;185.42;81.64656;2009-10
5828;Jawad Williams;27.0;205.74;98.88305600000001;2009-10
5829;Jeff Ayres;23.0;205.74;108.86208;2009-10
5830;Jeff Foster;33.0;210.82;113.398;2009-10
5831;Jeff Green;23.0;205.74;106.59411999999999;2009-10
5832;Jeff Teague;22.0;187.96;81.64656;2009-10
5833;Jermaine ONeal;31.0;210.82;115.66596000000001;2009-10
5834;Jermaine Taylor;23.0;193.04;95.25432;2009-10
5835;Jerry Stackhouse;35.0;198.12;98.88305600000001;2009-10
5836;Jerryd Bayless;21.0;190.5;90.7184;2009-10
5837;Joakim Noah;25.0;210.82;105.23334399999999;2009-10
5838;Jodie Meeks;22.0;193.04;94.34713599999999;2009-10
5839;Joe Alexander;23.0;203.2;104.32616;2009-10
5840;Joe Johnson;29.0;200.66;108.86208;2009-10
5841;Joe Smith;34.0;208.28;102.0582;2009-10
5842;Joel Anthony;27.0;205.74;111.13004;2009-10
5843;Joel Przybilla;30.0;215.9;111.13004;2009-10
5844;Joey Dorsey;26.0;203.2;121.562656;2009-10
5845;Joey Graham;28.0;200.66;102.0582;2009-10
5846;Jason Kapono;29.0;203.2;97.52228000000001;2009-10
5847;Arron Afflalo;24.0;195.58;97.52228000000001;2009-10
5848;Jason Hart;32.0;190.5;81.64656;2009-10
5849;Jarvis Hayes;28.0;203.2;103.418976;2009-10
5850;Hilton Armstrong;25.0;210.82;106.59411999999999;2009-10
5851;Ian Mahinmi;23.0;210.82;104.32616;2009-10
5852;Ime Udoka;32.0;195.58;99.79024;2009-10
5853;J.J. Barea;26.0;182.88;79.3786;2009-10
5854;J.R. Giddens;25.0;195.58;97.52228000000001;2009-10
5855;JJ Hickson;21.0;205.74;109.769264;2009-10
5856;JJ Redick;26.0;193.04;86.18248;2009-10
5857;JR Smith;24.0;198.12;99.79024;2009-10
5858;JaVale McGee;22.0;213.36;114.30518400000001;2009-10
5859;Jamaal Magloire;32.0;210.82;115.66596000000001;2009-10
5860;Jamaal Tinsley;32.0;190.5;83.91452;2009-10
5861;Jamal Crawford;30.0;195.58;90.7184;2009-10
5862;Jamario Moon;30.0;203.2;90.7184;2009-10
5863;Jameer Nelson;28.0;182.88;86.18248;2009-10
5864;James Harden;20.0;195.58;99.79024;2009-10
5865;James Johnson;23.0;205.74;111.13004;2009-10
5866;James Jones;29.0;203.2;99.79024;2009-10
5867;James Posey;33.0;203.2;98.429464;2009-10
5868;James Singleton;28.0;203.2;104.32616;2009-10
5869;JamesOn Curry;24.0;190.5;86.18248;2009-10
5870;Jannero Pargo;30.0;185.42;83.91452;2009-10
5871;Jared Dudley;24.0;200.66;102.0582;2009-10
5872;Jared Jeffries;28.0;210.82;108.86208;2009-10
5873;Jarrett Jack;26.0;190.5;89.357624;2009-10
5874;Jarron Collins;31.0;210.82;112.94440800000001;2009-10
5875;Jason Collins;31.0;213.36;115.66596000000001;2009-10
5876;Austin Daye;22.0;210.82;90.7184;2009-10
5877;Baron Davis;31.0;190.5;97.52228000000001;2009-10
5878;Ben Gordon;27.0;190.5;90.7184;2009-10
5879;Garrett Temple;24.0;198.12;86.18248;2009-10
5880;George Hill;24.0;187.96;81.64656;2009-10
5881;Gerald Henderson;22.0;195.58;97.52228000000001;2009-10
5882;Gerald Wallace;27.0;200.66;99.79024;2009-10
5883;Gilbert Arenas;28.0;193.04;97.52228000000001;2009-10
5884;Glen Davis;24.0;205.74;131.088088;2009-10
5885;Goran Dragic;24.0;190.5;86.18248;2009-10
5886;Grant Hill;37.0;203.2;102.0582;2009-10
5887;Greg Oden;22.0;213.36;129.27372;2009-10
5888;Hakim Warrick;27.0;205.74;99.336648;2009-10
5889;Hamed Haddadi;25.0;218.44;120.20188;2009-10
5890;Hasheem Thabeet;23.0;220.98;121.10906399999999;2009-10
5891;Hedo Turkoglu;31.0;208.28;99.79024;2009-10
5892;Delonte West;26.0;190.5;81.64656;2009-10
5893;DeShawn Stevenson;29.0;195.58;98.88305600000001;2009-10
5894;DeSagana Diop;28.0;213.36;127.00576000000001;2009-10
5895;DeMarre Carroll;23.0;203.2;96.16150400000001;2009-10
5896;Johan Petro;24.0;213.36;112.037224;2009-10
5897;DeMar DeRozan;20.0;200.66;99.79024;2009-10
5898;DeJuan Blair;21.0;200.66;120.20188;2009-10
5899;DeAndre Jordan;21.0;210.82;113.398;2009-10
5900;David West;29.0;205.74;108.86208;2009-10
5901;David Lee;27.0;205.74;113.398;2009-10
5902;David Andersen;30.0;210.82;111.13004;2009-10
5903;Darren Collison;22.0;182.88;72.57472;2009-10
5904;Darrell Arthur;22.0;205.74;106.59411999999999;2009-10
5905;Darnell Jackson;24.0;205.74;114.758776;2009-10
5906;Francisco Garcia;28.0;200.66;88.45044;2009-10
5907;Francisco Elson;34.0;213.36;108.86208;2009-10
5908;Flip Murray;30.0;190.5;90.7184;2009-10
5909;Fabricio Oberto;35.0;208.28;111.13004;2009-10
5910;Derrick Brown;22.0;203.2;102.965384;2009-10
5911;Derrick Rose;21.0;190.5;86.18248;2009-10
5912;Desmond Mason;32.0;195.58;100.697424;2009-10
5913;Devean George;32.0;203.2;106.59411999999999;2009-10
5914;Devin Brown;31.0;195.58;95.25432;2009-10
5915;Devin Harris;27.0;190.5;86.18248;2009-10
5916;Dirk Nowitzki;32.0;213.36;111.13004;2009-10
5917;Dominic McGuire;24.0;205.74;99.79024;2009-10
5918;Donte Greene;22.0;210.82;102.511792;2009-10
5919;Dorell Wright;24.0;205.74;95.25432;2009-10
5920;Drew Gooden;28.0;208.28;113.398;2009-10
5921;Dwayne Jones;27.0;208.28;113.851592;2009-10
5922;Dwight Howard;24.0;210.82;120.20188;2009-10
5923;Darko Milicic;25.0;213.36;124.7378;2009-10
5924;Dwyane Wade;28.0;193.04;99.79024;2009-10
5925;Earl Boykins;34.0;165.1;60.327736;2009-10
5926;Earl Clark;22.0;208.28;102.0582;2009-10
5927;Earl Watson;31.0;185.42;83.91452;2009-10
5928;Eddie House;32.0;185.42;79.3786;2009-10
5929;Eddy Curry;27.0;213.36;133.80964;2009-10
